data_captura,codigo_composicao,descricao_composicao,unidade_composicao,codigo_item,descricao_item,unidade_item,tipo_item,coeficiente
2026-07-22,00308307,Aparelho de apoio metálico elastomérico fixo com capacidade de 700 kN - fornecimento e instalação,un,M2757,Aparelho de apoio metálico elastomérico fixo com 4 chumbadores e capacidade de 700 kN,un,INSUMO,1.0
2026-07-22,00308322,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.240965
2026-07-22,00308322,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.0
2026-07-22,00308322,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5
2026-07-22,00308322,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,M2772,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 1.500 kN,un,INSUMO,1.0
2026-07-22,00308327,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096
2026-07-22,00308327,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,4.0
2026-07-22,00308327,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,1.0
2026-07-22,00308327,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,M2777,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 10.000 kN,un,INSUMO,1.0
2026-07-22,00308323,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096571428571428
2026-07-22,00308323,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.2857142857142856
2026-07-22,00308323,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5714285714285714
2026-07-22,00308323,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,M2773,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 2.500 kN,un,INSUMO,1.0
2026-07-22,00308324,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.2409625
2026-07-22,00308324,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.5
2026-07-22,00308324,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.625
2026-07-22,00308324,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,M2774,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 4.000 kN,un,INSUMO,1.0
2026-07-22,00308325,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096551724137932
2026-07-22,00308325,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.7586206896551726
2026-07-22,00308325,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6896551724137931
2026-07-22,00308325,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,M2775,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 5.500 kN,un,INSUMO,1.0
2026-07-22,00308326,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096
2026-07-22,00308326,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,3.2
2026-07-22,00308326,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.8
2026-07-22,00308326,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,M2776,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 7.500 kN,un,INSUMO,1.0
2026-07-22,00308321,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 700 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.240964
2026-07-22,00308321,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 700 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,1.6
2026-07-22,00308321,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 700 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.4
2026-07-22,00308321,Aparelho de apoio metálico elastomérico multidirecional com capacidade de 700 kN - fornecimento e instalação,un,M2771,Aparelho de apoio metálico elastomérico multidirecional com 4 chumbadores e capacidade de 700 kN,un,INSUMO,1.0
2026-07-22,00308315,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.240965
2026-07-22,00308315,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.0
2026-07-22,00308315,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5
2026-07-22,00308315,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,M2765,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 1.500 kN,un,INSUMO,1.0
2026-07-22,00308320,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096
2026-07-22,00308320,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,4.0
2026-07-22,00308320,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,1.0
2026-07-22,00308320,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,M2770,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 10.000 kN,un,INSUMO,1.0
2026-07-22,00308316,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096571428571428
2026-07-22,00308316,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.2857142857142856
2026-07-22,00308316,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5714285714285714
2026-07-22,00308316,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,M2766,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 2.500 kN,un,INSUMO,1.0
2026-07-22,00308317,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.2409625
2026-07-22,00308317,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.5
2026-07-22,00308317,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.625
2026-07-22,00308317,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,M2767,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 4.000 kN,un,INSUMO,1.0
2026-07-22,00308318,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096551724137932
2026-07-22,00308318,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.7586206896551726
2026-07-22,00308318,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6896551724137931
2026-07-22,00308318,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,M2768,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 5.500 kN,un,INSUMO,1.0
2026-07-22,00308319,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096
2026-07-22,00308319,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,3.2
2026-07-22,00308319,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.8
2026-07-22,00308319,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,M2769,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 7.500 kN,un,INSUMO,1.0
2026-07-22,00308314,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 700 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.240964
2026-07-22,00308314,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 700 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,1.6
2026-07-22,00308314,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 700 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.4
2026-07-22,00308314,Aparelho de apoio metálico elastomérico unidirecional com capacidade de 700 kN - fornecimento e instalação,un,M2764,Aparelho de apoio metálico elastomérico unidirecional com 4 chumbadores e capacidade de 700 kN,un,INSUMO,1.0
2026-07-22,00308250,Aparelho de apoio metálico esférico fixo com capacidade de 1.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.240965
2026-07-22,00308250,Aparelho de apoio metálico esférico fixo com capacidade de 1.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.0
2026-07-22,00308250,Aparelho de apoio metálico esférico fixo com capacidade de 1.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5
2026-07-22,00308250,Aparelho de apoio metálico esférico fixo com capacidade de 1.000 kN - fornecimento e instalação,un,M2601,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 1.000 kN,un,INSUMO,1.0
2026-07-22,00308251,Aparelho de apoio metálico esférico fixo com capacidade de 1.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096315789473685
2026-07-22,00308251,Aparelho de apoio metálico esférico fixo com capacidade de 1.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.1052631578947367
2026-07-22,00308251,Aparelho de apoio metálico esférico fixo com capacidade de 1.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5263157894736842
2026-07-22,00308251,Aparelho de apoio metálico esférico fixo com capacidade de 1.500 kN - fornecimento e instalação,un,M2603,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 1.500 kN,un,INSUMO,1.0
2026-07-22,00308268,Aparelho de apoio metálico esférico fixo com capacidade de 10.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096
2026-07-22,00308268,Aparelho de apoio metálico esférico fixo com capacidade de 10.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,4.0
2026-07-22,00308268,Aparelho de apoio metálico esférico fixo com capacidade de 10.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,1.0
2026-07-22,00308268,Aparelho de apoio metálico esférico fixo com capacidade de 10.000 kN - fornecimento e instalação,un,M2640,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 10.000 kN,un,INSUMO,1.0
2026-07-22,00308252,Aparelho de apoio metálico esférico fixo com capacidade de 2.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.2409611111111111
2026-07-22,00308252,Aparelho de apoio metálico esférico fixo com capacidade de 2.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.2222222222222223
2026-07-22,00308252,Aparelho de apoio metálico esférico fixo com capacidade de 2.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5555555555555556
2026-07-22,00308252,Aparelho de apoio metálico esférico fixo com capacidade de 2.000 kN - fornecimento e instalação,un,M2604,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 2.000 kN,un,INSUMO,1.0
2026-07-22,00308253,Aparelho de apoio metálico esférico fixo com capacidade de 2.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096571428571428
2026-07-22,00308253,Aparelho de apoio metálico esférico fixo com capacidade de 2.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.2857142857142856
2026-07-22,00308253,Aparelho de apoio metálico esférico fixo com capacidade de 2.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5714285714285714
2026-07-22,00308253,Aparelho de apoio metálico esférico fixo com capacidade de 2.500 kN - fornecimento e instalação,un,M2605,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 2.500 kN,un,INSUMO,1.0
2026-07-22,00308254,Aparelho de apoio metálico esférico fixo com capacidade de 3.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096470588235294
2026-07-22,00308254,Aparelho de apoio metálico esférico fixo com capacidade de 3.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.3529411764705883
2026-07-22,00308254,Aparelho de apoio metálico esférico fixo com capacidade de 3.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.5882352941176471
2026-07-22,00308254,Aparelho de apoio metálico esférico fixo com capacidade de 3.000 kN - fornecimento e instalação,un,M2606,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 3.000 kN,un,INSUMO,1.0
2026-07-22,00308255,Aparelho de apoio metálico esférico fixo com capacidade de 3.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096363636363638
2026-07-22,00308255,Aparelho de apoio metálico esférico fixo com capacidade de 3.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.4242424242424243
2026-07-22,00308255,Aparelho de apoio metálico esférico fixo com capacidade de 3.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6060606060606061
2026-07-22,00308255,Aparelho de apoio metálico esférico fixo com capacidade de 3.500 kN - fornecimento e instalação,un,M2607,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 3.500 kN,un,INSUMO,1.0
2026-07-22,00308256,Aparelho de apoio metálico esférico fixo com capacidade de 4.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.2409625
2026-07-22,00308256,Aparelho de apoio metálico esférico fixo com capacidade de 4.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.5
2026-07-22,00308256,Aparelho de apoio metálico esférico fixo com capacidade de 4.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.625
2026-07-22,00308256,Aparelho de apoio metálico esférico fixo com capacidade de 4.000 kN - fornecimento e instalação,un,M2608,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 4.000 kN,un,INSUMO,1.0
2026-07-22,00308257,Aparelho de apoio metálico esférico fixo com capacidade de 4.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096129032258062
2026-07-22,00308257,Aparelho de apoio metálico esférico fixo com capacidade de 4.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.5806451612903225
2026-07-22,00308257,Aparelho de apoio metálico esférico fixo com capacidade de 4.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6451612903225806
2026-07-22,00308257,Aparelho de apoio metálico esférico fixo com capacidade de 4.500 kN - fornecimento e instalação,un,M2615,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 4.500 kN,un,INSUMO,1.0
2026-07-22,00308258,Aparelho de apoio metálico esférico fixo com capacidade de 5.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096666666666666
2026-07-22,00308258,Aparelho de apoio metálico esférico fixo com capacidade de 5.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.6666666666666665
2026-07-22,00308258,Aparelho de apoio metálico esférico fixo com capacidade de 5.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6666666666666666
2026-07-22,00308258,Aparelho de apoio metálico esférico fixo com capacidade de 5.000 kN - fornecimento e instalação,un,M2616,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 5.000 kN,un,INSUMO,1.0
2026-07-22,00308259,Aparelho de apoio metálico esférico fixo com capacidade de 5.500 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096551724137932
2026-07-22,00308259,Aparelho de apoio metálico esférico fixo com capacidade de 5.500 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.7586206896551726
2026-07-22,00308259,Aparelho de apoio metálico esférico fixo com capacidade de 5.500 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.6896551724137931
2026-07-22,00308259,Aparelho de apoio metálico esférico fixo com capacidade de 5.500 kN - fornecimento e instalação,un,M2617,Aparelho de apoio metálico esférico fixo com 4 chumbadores e capacidade de 5.500 kN,un,INSUMO,1.0
2026-07-22,00308260,Aparelho de apoio metálico esférico fixo com capacidade de 6.000 kN - fornecimento e instalação,un,E9050,Guindaste móvel sobre pneus com 2 eixos com capacidade de 18 t - 97 kW,1,INSUMO,0.24096428571428571
2026-07-22,00308260,Aparelho de apoio metálico esférico fixo com capacidade de 6.000 kN - fornecimento e instalação,un,P9801,Ajudante,h,INSUMO,2.857142857142857
2026-07-22,00308260,Aparelho de apoio metálico esférico fixo com capacidade de 6.000 kN - fornecimento e instalação,un,P9830,Montador,h,INSUMO,0.7142857142857143
