data_captura,codigo_insumo,descricao_insumo,unidade,preco_mediano,uf,data_referencia,desonerado
2026-06-13,M0021,Herbicida glifosato para áreas contínuas,l,278866.0,ES,2026-01,True
2026-06-13,M0025,Adesivo plástico para tubos de PVC,kg,53504.0,ES,2026-01,True
2026-06-13,M0026,Aditivo aglutinante para argamassa,l,78628.0,ES,2026-01,True
2026-06-13,M0028,Areia média,m³,1291507.0,ES,2026-01,True
2026-06-13,M0029,Sílica ativa para concreto e argamassa (microssílica),kg,18667.0,ES,2026-01,True
2026-06-13,M0030,Aditivo plastificante e retardador de pega para concreto e argamassa,kg,64471.0,ES,2026-01,True
2026-06-13,M0032,Adesivo de contato para laminado elastoplástico,kg,495337.0,ES,2026-01,True
2026-06-13,M0035,Diluente tipo aguarrás para tintas e vernizes,l,16939.0,ES,2026-01,True
2026-06-13,M0039,Gasolina comum,l,53629.0,ES,2026-01,True
2026-06-13,M0041,"Contêiner com 2 banheiros - L = 2,44 m e C = 6,09 m (1 TEU)",un,923173945.0,ES,2026-01,True
2026-06-13,M0042,"Contêiner com janela - L = 2,44 m e C = 6,09 m (1 TEU)",un,365253694.0,ES,2026-01,True
2026-06-13,M0043,Óleo diesel,l,53802.0,ES,2026-01,True
2026-06-13,M0044,Abrasivo de vidro com granulometria de 210 a 420 micra,kg,127208.0,ES,2026-01,True
2026-06-13,M0045,"Barreira plástica monobloco para canalização de trânsito - C = 100 cm, L = 50 cm e H = 55 cm",un,4145066.0,ES,2026-01,True
2026-06-13,M0046,"Barreira plástica para canalização de trânsito - C = 60 cm, L = 45 cm e H = 60 cm",un,313477.0,ES,2026-01,True
2026-06-13,M0047,Cone de sinalização em polietileno - H = 75 cm e base quadrada de 40 x 40 cm,un,943136.0,ES,2026-01,True
2026-06-13,M0048,Balizador cônico refletivo em polietileno semiflexível - H = 114 cm e base octogonal de D = 40 cm,un,1487026.0,ES,2026-01,True
2026-06-13,M0049,Delimitador de tráfego flexível com chumbador e duas faixas refletivas - H = 77 cm e D = 21 cm,un,1663004.0,ES,2026-01,True
2026-06-13,M0050,Aditivo natural tipo goma xantana para hidrossemeadura,kg,632379.0,ES,2026-01,True
2026-06-13,M0051,Cilindro canalizador de tráfego em polietileno - H = 117 cm e base quadrada de 60 x 60 cm,un,1665807.0,ES,2026-01,True
2026-06-13,M0052,Fita adesiva de PVC - L = 50 mm e C = 50 m,m,1184.0,ES,2026-01,True
2026-06-13,M0053,"Tela plástica em polipropileno na cor laranja para tapume - L = 1,2 m",m,18945.0,ES,2026-01,True
2026-06-13,M0054,Fita zebrada de cor laranja e branca - L = 7 a 8 cm,m,828.0,ES,2026-01,True
2026-06-13,M0055,Barreira plástica articulável modular - C = 240 cm e H = 100 cm,un,12969865.0,ES,2026-01,True
2026-06-13,M0056,Ferramenta de corte para removedora de faixa de sinalização (Smith Cutter),un,75251497.0,ES,2026-01,True
2026-06-13,M0057,"Contêiner com janela - L = 4,88 m e C = 6,09 m (1 TEU duplo)",un,12642425.0,ES,2026-01,True
2026-06-13,M0058,"Contêiner com janela e 2 banheiros - L = 4,88 m e C = 6,09 m (1 TEU duplo)",un,13144928.0,ES,2026-01,True
2026-06-13,M0059,"Contêiner com revestimento térmico, janela e banheiro - L = 2,44 m e C = 6,09 m (1 TEU)",un,57972388.0,ES,2026-01,True
2026-06-13,M0066,"Contêiner com revestimento térmico, janela e banheiro - L = 2,44 m e C = 12,19 m (2 TEU)",un,1255730672.0,ES,2026-01,True
2026-06-13,M0067,Tubo PEAD PE 100 PN 10 com flanges - D = 160 mm,m,1494204.0,ES,2026-01,True
2026-06-13,M0068,"Caibro de pinho - L = 7,5 cm e E = 10,0 cm",m,136099.0,ES,2026-01,True
2026-06-13,M0069,"Arame farpado em aço galvanizado - D = 1,60 mm",m,9846.0,ES,2026-01,True
2026-06-13,M0071,"Contêiner com 3 janelas para guarita - L = 2,44 m e C = 3,05 m (1/2 TEU)",un,423096947.0,ES,2026-01,True
2026-06-13,M0072,"Arame liso em aço galvanizado - D = 2,10 mm (14 BWG)",kg,186449.0,ES,2026-01,True
2026-06-13,M0073,"Muda de árvore com altura de 0,30 a 0,80 m",un,1499.0,ES,2026-01,True
2026-06-13,M0074,"Muda de arbusto com altura até 0,50 m",un,186336.0,ES,2026-01,True
2026-06-13,M0075,"Arame liso recozido em aço-carbono - D = 1,24 mm (18 BWG)",kg,130632.0,ES,2026-01,True
2026-06-13,M0076,Disco de corte abrasivo para policorte - D = 300 mm,un,239659.0,ES,2026-01,True
2026-06-13,M0080,Areia fina,m³,1430102.0,ES,2026-01,True
2026-06-13,M0081,Areia grossa,m³,1188297.0,ES,2026-01,True
2026-06-13,M0082,Areia média lavada,m³,1401607.0,ES,2026-01,True
2026-06-13,M0083,Argamassa pré-dosada para grauteamento,kg,14904.0,ES,2026-01,True
2026-06-13,M0084,Argamassa pré-dosada autoadensável para grauteamento,kg,17893.0,ES,2026-01,True
2026-06-13,M0085,"Ancoragem ativa para 4 cordoalhas - D = 12,7 mm",un,3422761.0,ES,2026-01,True
2026-06-13,M0086,"Ancoragem ativa para 6 cordoalhas - D = 12,7 mm",un,4736036.0,ES,2026-01,True
2026-06-13,M0087,"Ancoragem ativa para 7 cordoalhas - D = 12,7 mm",un,5180164.0,ES,2026-01,True
2026-06-13,M0088,"Ancoragem ativa para 8 cordoalhas - D = 12,7 mm",un,6508437.0,ES,2026-01,True
2026-06-13,M0089,"Ancoragem ativa para 9 cordoalhas - D = 12,7 mm",un,7267407.0,ES,2026-01,True
2026-06-13,M0091,"Ancoragem ativa para 10 cordoalhas - D = 12,7 mm",un,7809198.0,ES,2026-01,True
2026-06-13,M0092,"Ancoragem ativa para 12 cordoalhas - D = 12,7 mm",un,9383206.0,ES,2026-01,True
2026-06-13,M0093,"Ancoragem ativa para 15 cordoalhas - D = 12,7 mm",un,14446171.0,ES,2026-01,True
2026-06-13,M0094,"Ancoragem ativa para 19 cordoalhas - D = 12,7 mm",un,17449162.0,ES,2026-01,True
2026-06-13,M0098,Bambu com diâmetro médio de 10 cm,m,203845.0,ES,2026-01,True
2026-06-13,M0100,"Ancoragem ativa para 22 cordoalhas - D = 12,7 mm",un,23154863.0,ES,2026-01,True
2026-06-13,M0101,"Ancoragem ativa para 27 cordoalhas - D = 12,7 mm",un,28583412.0,ES,2026-01,True
2026-06-13,M0102,"Ancoragem ativa para 31 cordoalhas - D = 12,7 mm",un,29082234.0,ES,2026-01,True
2026-06-13,M0103,Aditivo acelerador de pega para concreto e argamassa projetados,kg,71593.0,ES,2026-01,True
2026-06-13,M0104,Asfalto diluído de petróleo - CM-30,t,0.0,ES,2026-01,True
2026-06-13,M0105,"Ancoragem ativa para 4 cordoalhas - D = 15,2 mm",un,5719774.0,ES,2026-01,True
2026-06-13,M0106,"Ancoragem ativa para 6 cordoalhas - D = 15,2 mm",un,5745999.0,ES,2026-01,True
2026-06-13,M0107,Geocomposto para drenagem,m²,433504.0,ES,2026-01,True
2026-06-13,M0108,"Ancoragem ativa para 7 cordoalhas - D = 15,2 mm",un,6516443.0,ES,2026-01,True
2026-06-13,M0109,Geodreno vertical - L = 10 cm e E = 5 mm,m,518.0,ES,2026-01,True
2026-06-13,M0110,"Ancoragem ativa para 10 cordoalhas - D = 15,2 mm",un,10030762.0,ES,2026-01,True
2026-06-13,M0111,"Ancoragem ativa para 9 cordoalhas - D = 15,2 mm",un,9543285.0,ES,2026-01,True
2026-06-13,M0112,Disco diamantado segmentado para corte de pavimento - D = 1.000 mm,un,61891434.0,ES,2026-01,True
2026-06-13,M0113,"Ancoragem ativa para 12 cordoalhas - D = 15,2 mm",un,11343068.0,ES,2026-01,True
2026-06-13,M0114,Disco diamantado segmentado para corte de pavimento - D = 1.500 mm,un,263731019.0,ES,2026-01,True
2026-06-13,M0115,"Biomanta vegetal de fibras de coco entrelaçadas com fios de polipropileno biodegradáveis - densidade 0,4 kg/m²",m²,65.0,ES,2026-01,True
2026-06-13,M0116,"Mangote flangeado de borracha reforçada com lonas sintéticas - C = 1,80 m e D = 0,30 m",un,10425593.0,ES,2026-01,True
2026-06-13,M0117,"Mangote flangeado de borracha reforçada com lonas sintéticas - C = 1,80 m e D = 0,40 m",un,178865553.0,ES,2026-01,True
2026-06-13,M0118,"Mangote flangeado de borracha reforçada com lonas sintéticas - C = 1,80 m e D = 0,45 m",un,253804201.0,ES,2026-01,True
2026-06-13,M0119,"Mangote flangeado de borracha reforçada com lonas sintéticas - C = 1,80 m e D = 0,50 m",un,295727481.0,ES,2026-01,True
2026-06-13,M0120,Tubo PEAD PE 100 PN 8 com flanges - D = 250 mm,m,3245217.0,ES,2026-01,True
2026-06-13,M0121,Tubo PEAD PE 100 PN 8 com flanges - D = 400 mm,m,20939251.0,ES,2026-01,True
2026-06-13,M0122,Tubo PEAD PE 100 PN 8 com flanges - D = 450 mm,m,26289216.0,ES,2026-01,True
2026-06-13,M0123,Tubo PEAD PE 100 PN 8 com flanges - D = 500 mm,m,29428602.0,ES,2026-01,True
2026-06-13,M0124,"Flutuador bipartido em polietileno com núcleo de espuma em poliuretano para tubos - D = 0,30 m",un,48118094.0,ES,2026-01,True
2026-06-13,M0125,"Flutuador bipartido em polietileno com núcleo de espuma em poliuretano para tubos - D = 0,40 m",un,65992295.0,ES,2026-01,True
2026-06-13,M0126,"Flutuador bipartido em polietileno com núcleo de espuma em poliuretano para tubos - D = 0,45 m",un,76088493.0,ES,2026-01,True
2026-06-13,M0127,"Flutuador bipartido em polietileno com núcleo de espuma em poliuretano para tubos - D = 0,50 m",un,81684679.0,ES,2026-01,True
2026-06-13,M0128,"Biomanta vegetal de fibras de palha entrelaçadas com fios de polipropileno biodegradáveis - densidade 0,6 kg/m²",m²,59.0,ES,2026-01,True
2026-06-13,M0129,Retentor de sedimento em fibras vegetais - D = 20 cm,m,603975.0,ES,2026-01,True
2026-06-13,M0130,"Ancoragem ativa para 15 cordoalhas - D = 15,2 mm",un,15562855.0,ES,2026-01,True
2026-06-13,M0131,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 400 mm,m,2082855.0,ES,2026-01,True
2026-06-13,M0132,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 450 mm,m,2764236.0,ES,2026-01,True
2026-06-13,M0133,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 500 mm,m,3707291.0,ES,2026-01,True
2026-06-13,M0134,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 600 mm,m,5137032.0,ES,2026-01,True
2026-06-13,M0135,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 750 mm,m,7575892.0,ES,2026-01,True
2026-06-13,M0136,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 800 mm,m,7991969.0,ES,2026-01,True
2026-06-13,M0137,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 900 mm,m,12998906.0,ES,2026-01,True
2026-06-13,M0138,"Ancoragem ativa para 19 cordoalhas - D = 15,2 mm",un,20783386.0,ES,2026-01,True
2026-06-13,M0139,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 1.000 mm,m,14131009.0,ES,2026-01,True
2026-06-13,M0140,Bentonita,kg,27775.0,ES,2026-01,True
2026-06-13,M0141,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 1.050 mm,m,14529704.0,ES,2026-01,True
2026-06-13,M0142,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 1.200 mm,m,19241447.0,ES,2026-01,True
2026-06-13,M0143,Tubo PEAD corrugado com paredes estruturadas para drenagem - D = 1.500 mm,m,32300287.0,ES,2026-01,True
2026-06-13,M0145,"Ancoragem ativa para 22 cordoalhas - D = 15,2 mm",un,25661157.0,ES,2026-01,True
2026-06-13,M0146,"Ancoragem ativa para 27 cordoalhas - D = 15,2 mm",un,3416098.0,ES,2026-01,True
2026-06-13,M0148,"Ancoragem ativa para lajes para 1 cordoalha - D = 12,7 mm",un,846708.0,ES,2026-01,True
2026-06-13,M0151,"Ancoragem ativa para lajes para 2 cordoalhas - D = 12,7 mm",un,1549172.0,ES,2026-01,True
2026-06-13,M0152,"Ancoragem ativa para lajes para 3 cordoalhas - D = 12,7 mm",un,2037011.0,ES,2026-01,True
2026-06-13,M0153,"Ancoragem ativa para lajes para 4 cordoalhas - D = 12,7 mm",un,2696944.0,ES,2026-01,True
2026-06-13,M0156,"Bloco de concreto - L = 19 cm, A = 19 cm e C = 39 cm",un,64615.0,ES,2026-01,True
2026-06-13,M0158,"Tela metálica galvanizada dobrada em L - C = 2,0 m, L = 0,4 m e H = 0,4 m",un,4634799.0,ES,2026-01,True
2026-06-13,M0160,Extintor de incêndio tipo espuma mecânica - V = 10 l,un,6292172.0,ES,2026-01,True
2026-06-13,M0161,"Barra de fibra de vidro (vergalhão) - D = 25,0 mm",m,584148.0,ES,2026-01,True
2026-06-13,M0162,"Corrente de elo soldado em aço galvanizado com acabamento polido - D = 3,18 mm (1/8"")",m,77432.0,ES,2026-01,True
2026-06-13,M0163,"Gonzo com aba em aço galvanizado - D = 12,7 mm (1/2"")",un,24983.0,ES,2026-01,True
2026-06-13,M0164,"Tubo em aço galvanizado - E = 1,50 mm e seção de 20 x 20 mm",m,1105.0,ES,2026-01,True
2026-06-13,M0166,"Tubo em aço galvanizado - E = 2,25 mm e D = 20 mm (3/4"")",m,2925.0,ES,2026-01,True
2026-06-13,M0167,"Tela de poliamida industrial - E = 0,40 mm e malha de 1,6 mm",m²,125288.0,ES,2026-01,True
2026-06-13,M0168,"Abraçadeira de poliamida - E = 3,6 mm e C = 200 mm",un,1629.0,ES,2026-01,True
2026-06-13,M0169,"Roda em aço e pneu com câmara de ar 83/203 mm (3,25""/8"") para carrinho de mão",un,888835.0,ES,2026-01,True
2026-06-13,M0173,"Ancoragem ativa para lajes para 1 cordoalha - D = 15,2 mm",un,1011364.0,ES,2026-01,True
2026-06-13,M0178,"Ancoragem ativa para lajes para 2 cordoalhas - D = 15,2 mm",un,2051935.0,ES,2026-01,True
2026-06-13,M0181,"Ancoragem ativa para lajes para 3 cordoalhas - D = 15,2 mm",un,3100934.0,ES,2026-01,True
2026-06-13,M0184,"Ancoragem ativa para lajes para 4 cordoalhas - D = 15,2 mm",un,318045.0,ES,2026-01,True
2026-06-13,M0191,Brita 1,m³,1679028.0,ES,2026-01,True
2026-06-13,M0192,Brita 2,m³,1649828.0,ES,2026-01,True
2026-06-13,M0193,Brita 3,m³,1602885.0,ES,2026-01,True
2026-06-13,M0194,Escória de aciaria,m³,165.0,ES,2026-01,True
2026-06-13,M0198,"Parafuso de cabeça chata em aço - D = 4,5 mm e bucha plástica - D = 8 mm (S8)",un,36.0,ES,2026-01,True
2026-06-13,M0199,Coroa de botões cruzados linha R32 - D = 43 mm (1 11/16’’),un,3460103.0,ES,2026-01,True
2026-06-13,M0201,"Coroa de botões esféricos linha T38 - D = 89 mm (3 1/2"")",un,8327341.0,ES,2026-01,True
2026-06-13,M0202,"Coroa de botões esféricos linha T45 - D = 76 mm (3"")",un,7661833.0,ES,2026-01,True
2026-06-13,M0217,Enxofre,kg,33165.0,ES,2026-01,True
2026-06-13,M0220,"Adubo à base de nitrogênio, fósforo e potássio (NPK)",kg,2916.0,ES,2026-01,True
2026-06-13,M0222,Filer calcário,kg,1761.0,ES,2026-01,True
2026-06-13,M0223,Sementes para hidrossemeadura,kg,289276.0,ES,2026-01,True
2026-06-13,M0224,Guia-chapéu pré-moldada - C = 120 cm,un,61204.0,ES,2026-01,True
2026-06-13,M0225,Adubo orgânico composto,kg,3086.0,ES,2026-01,True
2026-06-13,M0229,"Gabião tipo colchão em liga de zinco e alumínio revestido com polímero de malha hexagonal - E = 0,17 m",m²,1575763.0,ES,2026-01,True
2026-06-13,M0230,"Gabião tipo caixa em liga de zinco e alumínio de malha hexagonal - C = 2,00 m, L = 1,00 m e H = 0,50 m",un,4886856.0,ES,2026-01,True
2026-06-13,M0231,"Gabião tipo caixa em liga de zinco e alumínio de malha hexagonal - C = 2,00 m, L = 1,00 m e H = 1,00 m",un,7486972.0,ES,2026-01,True
2026-06-13,M0232,"Gabião tipo caixa em liga de zinco e alumínio revestido com polímero de malha hexagonal - C = 2,00 m, L = 1,00 m e H = 0,50 m",un,6287917.0,ES,2026-01,True
2026-06-13,M0233,"Gabião tipo caixa em liga de zinco e alumínio revestido com polímero de malha hexagonal - C = 2,00 m, L = 1,00 m e H = 1,00 m",un,8767152.0,ES,2026-01,True
2026-06-13,M0234,"Gabião tipo saco em liga de zinco e alumínio revestido com polímero de malha hexagonal - D = 0,65 m",m³,4372841.0,ES,2026-01,True
2026-06-13,M0235,"Gabião tipo colchão em liga de zinco e alumínio revestido com polímero de malha hexagonal - E = 0,23 m",m²,1680345.0,ES,2026-01,True
2026-06-13,M0236,"Gabião tipo colchão em liga de zinco e alumínio revestido com polímero de malha hexagonal - E = 0,30 m",m²,1934363.0,ES,2026-01,True
2026-06-13,M0237,Energia elétrica,kWh,999.0,ES,2026-01,True
2026-06-13,M0253,Cabo de cobre flexível antichama isolado em PVC - tensão de 450/750 V e seção de 16 mm²,m,1587.0,ES,2026-01,True
2026-06-13,M0254,Mistura gasosa de argônio e dióxido de carbono para solda MIG/MAG,m³,502317.0,ES,2026-01,True
2026-06-13,M0256,Tinta à base de etil silicato de zinco bicomponente para fundo preparador de pintura,l,2566582.0,ES,2026-01,True
2026-06-13,M0257,Diluente para tinta à base de etil silicato de zinco,l,345431.0,ES,2026-01,True
2026-06-13,M0260,"Cabo de cobre PP flexível isolado em PVC - tensão de 300/500 V e seção de 3 x 1,5 mm²",m,5765.0,ES,2026-01,True
2026-06-13,M0264,Bomba de combustível industrial eletrônica simples,un,30892707.0,ES,2026-01,True
2026-06-13,M0265,Tanque de combustível aéreo horizontal com escada para visita - capacidade de 5.000 l,un,197483646.0,ES,2026-01,True
2026-06-13,M0266,"Cabo de cobre flexível antichama isolado em PVC - tensão de 0,6/1,0 kV e seção de 240 mm²",m,2116888.0,ES,2026-01,True
2026-06-13,M0267,Módulo de torre de elevador de cremalheira,un,33335893.0,ES,2026-01,True
2026-06-13,M0268,Módulo de ancoragem de torre de elevador de cremalheira,un,2754386.0,ES,2026-01,True
2026-06-13,M0269,"Cabo de cobre flexível antichama isolado em PVC - tensão de 0,6/1,0 kV e seção de 50 mm²",m,441709.0,ES,2026-01,True
2026-06-13,M0284,"Caibro de pinho - L = 7,5 cm e E = 7,5 cm",m,102711.0,ES,2026-01,True
2026-06-13,M0285,Pontalete para escoramento - D = 15 cm,m,72001.0,ES,2026-01,True
2026-06-13,M0286,"Tábua - E = 2,5 cm e L = 30 cm",m,185425.0,ES,2026-01,True
2026-06-13,M0289,"Tábua - E = 2,5 cm e L = 15 cm",m,69757.0,ES,2026-01,True
2026-06-13,M0290,"Tábua - E = 2,5 cm e L = 10 cm",m,52083.0,ES,2026-01,True
2026-06-13,M0301,Pontalete para escoramento - D = 10 cm,m,47576.0,ES,2026-01,True
2026-06-13,M0310,"Peça de madeira - L = 7,5 cm e E = 2,5 cm",m,34237.0,ES,2026-01,True
2026-06-13,M0311,"Filtro de aspiração de ar externo com capacidade 3,58 l/s para compressor de ar respirável",un,3537351.0,ES,2026-01,True
2026-06-13,M0312,Filtro de purificação de ar comprimido com capacidade de 35 MPa para compressor de ar respirável,un,3197967.0,ES,2026-01,True
2026-06-13,M0344,Cal hidratada - a granel,kg,463.0,ES,2026-01,True
2026-06-13,M0345,Cal hidratada - saco,kg,7165.0,ES,2026-01,True
2026-06-13,M0346,Disco de aço para bomba de projeção via seca,un,3465634.0,ES,2026-01,True
2026-06-13,M0347,Disco de aço para bomba de projeção via úmida,un,1510845.0,ES,2026-01,True
2026-06-13,M0348,Disco de borracha para bomba de projeção via seca,un,2886267.0,ES,2026-01,True
2026-06-13,M0349,Disco de borracha para bomba de projeção via úmida,un,6777501.0,ES,2026-01,True
2026-06-13,M0350,Bico para bomba de projeção,un,2919029.0,ES,2026-01,True
2026-06-13,M0351,Mangote para bomba de projeção,m,378069.0,ES,2026-01,True
2026-06-13,M0364,Perfil cartola em aço carbono SAE 1010/1020 galvanizado - 50 x 70 x 3 mm - aba 20 mm,m,1201379.0,ES,2026-01,True
2026-06-13,M0365,"Cantoneira em ferro de abas iguais - L = 25,4 mm e E = 4,76 mm",kg,91993.0,ES,2026-01,True
2026-06-13,M0366,Cantoneira em aço ASTM A36 galvanizado,kg,102931.0,ES,2026-01,True
2026-06-13,M0375,Serra copo com suporte para furadeira para chapas de até 3 mm - D = 25 mm,un,113471.0,ES,2026-01,True
2026-06-13,M0377,"Cinta para elevação de cargas tipo grab com 4 ramais - C = 1,50 m, capacidade de carga de 31,5 t, F. S. = 4:1",un,90749041.0,ES,2026-01,True
2026-06-13,M0378,"Cinta para elevação de cargas tipo grab com 4 ramais - C = 2,00 m, capacidade de carga de 63 t, F. S. = 4:1",un,374786452.0,ES,2026-01,True
2026-06-13,M0379,"Manilha reta em aço forjado com porca e cupilha - DN = 50,8 mm (2”)",un,11920632.0,ES,2026-01,True
2026-06-13,M0380,"Sapatilha em aço carbono - D = 19,05 mm (3/4”)",un,341549.0,ES,2026-01,True
2026-06-13,M0381,"Sapatilha em aço carbono - D = 25,4 mm (1”)",un,398149.0,ES,2026-01,True
2026-06-13,M0382,"Grampo pesado em aço-carbono para cabo de aço - D = 19,05 mm (3/4”)",un,280599.0,ES,2026-01,True
2026-06-13,M0383,"Grampo pesado em aço-carbono para cabo de aço - D = 25,4 mm (1”)",un,592075.0,ES,2026-01,True
2026-06-13,M0395,"Chapa de alumínio - E = 1,5 mm",m²,1749419.0,ES,2026-01,True
2026-06-13,M0408,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 12,5 mm",un,4627.0,ES,2026-01,True
2026-06-13,M0409,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 6,3 mm",un,73.0,ES,2026-01,True
2026-06-13,M0410,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 20,0 mm",un,130713.0,ES,2026-01,True
2026-06-13,M0411,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 10,0 mm",un,25019.0,ES,2026-01,True
2026-06-13,M0412,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 16,0 mm",un,88332.0,ES,2026-01,True
2026-06-13,M0413,"Chumbador de expansão controlada por torque em aço zincado para concreto - D = 25,0 mm",un,323335.0,ES,2026-01,True
2026-06-13,M0421,Argamassa expansiva para desmonte de rocha e demolição de concreto,kg,137565.0,ES,2026-01,True
2026-06-13,M0424,Cimento Portland CP II - 32 - saco,kg,56.0,ES,2026-01,True
2026-06-13,M0427,"Cordoalha nua tipo CP 190 RB - D = 12,7 mm",kg,86931.0,ES,2026-01,True
2026-06-13,M0428,"Cordoalha nua tipo CP 190 RB - D = 15,2 mm",kg,86931.0,ES,2026-01,True
2026-06-13,M0429,Perfil de alumínio tipo L421 para placa de sinalização - seção de 33 x 40 mm,m,156959.0,ES,2026-01,True
2026-06-13,M0434,"Tirante de barra de aço - tensão de escoamento = 950 MPa, tensão de ruptura = 1.050 MPa e D = 32 mm",m,262798.0,ES,2026-01,True
2026-06-13,M0442,Compensado plastificado - E = 10 mm,m²,415129.0,ES,2026-01,True
2026-06-13,M0443,Compensado plastificado - E = 12 mm,m²,466728.0,ES,2026-01,True
2026-06-13,M0444,"Luva em aço para emenda tipo prensada - D = 12,5 mm",un,174928.0,ES,2026-01,True
2026-06-13,M0445,"Luva em aço para emenda tipo prensada - D = 16,0 mm",un,225704.0,ES,2026-01,True
2026-06-13,M0446,Compensado resinado - E = 10 mm,m²,325987.0,ES,2026-01,True
2026-06-13,M0447,Compensado resinado - E = 12 mm,m²,391602.0,ES,2026-01,True
2026-06-13,M0448,Compensado resinado - E = 14 mm,m²,420492.0,ES,2026-01,True
2026-06-13,M0450,Compensado de virola - E = 6 mm,m²,365384.0,ES,2026-01,True
2026-06-13,M0451,Concreto usinado - fck = 20 MPa (comercial),m³,0.0,ES,2026-01,True
2026-06-13,M0452,Concreto usinado - fck = 25 MPa (comercial),m³,0.0,ES,2026-01,True
2026-06-13,M0453,Concreto usinado - fck = 30 MPa (comercial),m³,0.0,ES,2026-01,True
2026-06-13,M0454,Concreto usinado - fck = 35 MPa (comercial),m³,0.0,ES,2026-01,True
2026-06-13,M0459,Compensado plastificado - E = 14 mm,m²,551029.0,ES,2026-01,True
2026-06-13,M0467,"Luva em aço para emenda tipo prensada - D = 20,0 mm",un,352552.0,ES,2026-01,True
2026-06-13,M0468,"Luva em aço para emenda tipo prensada - D = 25,0 mm",un,613359.0,ES,2026-01,True
2026-06-13,M0469,"Luva em aço para emenda tipo prensada - D = 32,0 mm",un,1241408.0,ES,2026-01,True
2026-06-13,M0470,"Luva em aço para emenda com rosca cônica - D = 12,5 mm",un,117457.0,ES,2026-01,True
2026-06-13,M0471,"Luva em aço para emenda com rosca cônica - D = 16,0 mm",un,177163.0,ES,2026-01,True
2026-06-13,M0472,"Luva em aço para emenda com rosca cônica - D = 20,0 mm",un,252594.0,ES,2026-01,True
2026-06-13,M0481,"Luva em aço para emenda com rosca cônica - D = 25,0 mm",un,348488.0,ES,2026-01,True
